customer_id,signup_date,region,acquisition_channel,age,tenure_months,recency_days,frequency,avg_order_value,monetary_total,num_support_tickets,email_subscribed,discount_rate_used,churned
C100199,2023-03-04,South,Social,54.0,8,34,1,66.52,66.52,0,1,0.11,0
C101187,2024-09-21,West,Social,49.0,17,31,1,136.63,136.63,0,1,0.324,0
C100351,2024-01-21,north,Email,79.0,4,86,2,100.01,200.02,2,1,0.364,0
C100961,2024-10-28,South,Social,,20,133,5,,613.5,0,0,0.037,0
C100611,2024-09-06,East,Paid Search,,15,144,5,96.88,484.4,3,1,0.236,0
C100832,2021-12-17,South,Referral,41.0,29,14,11,86.39,950.29,1,0,0.305,0
C100216,2021-01-23,North,Paid Search,40.0,11,42,3,128.39,385.17,0,1,0.157,1
C101387,2023-09-26,south,Email,39.0,13,26,3,66.99,200.97,1,0,0.28,0
C100253,2024-03-08,north,Referral,,9,75,2,65.25,130.5,0,1,0.36,0
C100152,2022-11-17,North,Organic,43.0,18,1,6,93.66,561.96,0,1,0.518,0
C100194,2024-02-11,North,Social,26.0,19,13,5,114.7,573.5,0,0,0.167,0
C100374,2021-07-31,North,Email,27.0,16,15,5,99.93,,1,0,0.354,0
C100868,2022-02-11,North,Paid Search,51.0,9,49,2,46.61,93.22,0,0,0.122,0
C100068,2024-04-19,North,Paid Search,18.0,13,5,4,113.79,455.16,0,0,0.414,1
C100130,2022-01-03,North,Paid Search,28.0,22,14,9,56.2,505.8,1,1,0.067,0
C100328,2022-03-26,East,Email,39.0,7,1,1,54.73,54.73,1,1,0.476,0
C100091,2024-07-19,East,Organic,43.0,10,136,2,92.4,184.8,1,1,0.258,0
C100300,2022-11-12,East,Social,,26,136,3,42.93,128.79,1,1,0.056,0
C101454,2021-01-30,South,Paid Search,29.0,4,22,2,48.54,97.08,1,0,0.063,1
C101355,2023-05-25,north,Email,39.0,2,33,1,120.63,120.63,1,1,0.357,0
C100809,2022-05-29,West,Referral,41.0,12,128,4,125.05,500.2,1,1,0.732,0
C100354,2024-02-19,South,Referral,51.0,31,1,8,102.61,820.88,0,1,0.227,0
C101443,2023-09-23,north,Organic,43.0,7,100,1,76.89,76.89,1,1,0.477,1
C100240,2023-09-25,West,Organic,43.0,1,12,4,91.3,365.2,0,0,0.083,0
C100651,2021-10-18,West,Organic,28.0,11,84,3,83.14,249.42,1,1,0.445,0
C101084,2024-01-13,West,Organic,23.0,16,121,2,95.02,190.04,0,0,0.09,0
C100187,2021-12-01,North,Paid Search,33.0,8,1,1,52.5,52.5,0,0,0.655,1
C100713,2024-02-06,West,Paid Search,40.0,14,103,3,70.81,212.43,0,1,0.317,0
C101180,2022-11-18,East,Referral,49.0,14,54,1,48.93,48.93,1,1,0.59,1
C101046,2023-12-10,North,Email,71.0,8,51,2,92.21,184.42,1,1,0.2,0
C100598,2021-11-09,West,Organic,55.0,5,63,1,171.92,171.92,1,1,0.248,0
C100972,2023-05-02,North,Social,41.0,40,43,6,123.53,741.18,1,1,0.408,0
C101011,2021-05-10,East,Paid Search,44.0,11,1,6,42.03,252.18,0,1,0.312,0
C100283,2022-01-16,North,Organic,22.0,9,54,2,37.98,75.96,1,0,0.017,0
C100506,2024-08-28,South,Paid Search,57.0,6,39,1,85.85,85.85,0,0,0.263,0
C100610,2023-03-20,East,Paid Search,56.0,26,52,4,100.23,400.92,3,1,0.226,0
C101106,2021-07-23,North,Social,39.0,7,15,2,11.86,23.72,1,0,0.051,1
C100517,2024-07-24,East,Organic,59.0,13,7,1,109.68,109.68,0,0,0.312,0
C100565,2022-05-04,east,Email,42.0,10,37,4,21.34,85.36,0,1,0.518,0
C100109,2021-05-04,West,Paid Search,61.0,10,80,2,84.56,169.12,1,0,0.086,0
C101309,2022-10-22,West,Organic,55.0,12,22,2,91.56,183.12,2,1,0.196,0
C100122,2024-08-27,North,Referral,51.0,15,2,3,42.13,126.39,0,0,0.691,0
C100430,2021-09-08,West,Social,67.0,17,8,4,116.02,464.08,1,1,0.24,0
C100280,2024-08-06,North,Organic,44.0,9,38,2,104.28,208.56,0,0,0.333,0
C100978,2024-04-11,South,Paid Search,29.0,7,135,2,77.33,154.66,0,1,0.475,0
C100901,2022-07-29,South,Referral,,9,63,4,27.68,110.72,1,1,0.172,0
C101203,2022-05-08,east,Referral,48.0,15,22,1,137.59,137.59,1,1,0.093,1
C100488,2024-04-26,East,Email,63.0,9,3,2,96.15,,1,1,0.528,0
C100798,2021-09-27,East,Organic,60.0,13,8,6,139.13,834.78,0,1,0.195,0
C101295,2022-11-30,South,Social,38.0,3,51,1,64.19,64.19,0,0,0.409,0
C100875,2023-07-29,West,Organic,47.0,14,17,4,97.97,391.88,0,0,0.423,0
C101082,2022-05-22,West,Organic,33.0,14,1,1,36.2,36.2,0,1,0.558,0
C100746,2023-02-22,South,Organic,41.0,13,9,4,39.59,158.36,2,0,0.408,0
C100742,2021-10-26,West,Paid Search,33.0,14,1,7,,70.0,1,0,0.403,0
C101130,2021-08-24,West,Organic,48.0,13,20,2,91.16,182.32,1,0,0.126,0
C100067,2021-08-14,South,Organic,36.0,6,3,2,54.41,108.82,1,1,0.409,0
C100630,2024-10-03,West,Organic,39.0,2,1,1,99.06,99.06,1,1,0.186,0
C100673,2024-08-13,East,Organic,36.0,27,13,6,69.5,417.0,1,1,0.198,0
C100820,2022-06-21,North,Organic,33.0,5,17,1,115.99,115.99,0,0,0.118,0
C101477,2022-05-08,West,Social,42.0,4,38,3,124.03,372.09,0,1,0.063,0
C100902,2023-04-07,North,Referral,45.0,14,23,4,57.16,228.64,0,0,0.214,0
C100586,2021-06-28,North,Paid Search,34.0,16,202,2,125.71,251.42,1,0,0.067,0
C100414,2023-09-07, North ,Organic,47.0,8,14,5,77.38,386.9,0,1,0.333,0
C100372,2023-08-07,South,Email,28.0,17,75,3,71.79,215.37,1,0,0.512,0
C101073,2023-01-03, West ,Referral,55.0,35,29,10,53.82,538.2,1,1,0.324,0
C100416,2021-08-03,North,Social,57.0,11,51,1,145.12,145.12,1,0,0.406,0
C100318,2021-04-07,South,Paid Search,56.0,16,31,4,123.17,492.68,0,1,0.244,0
C101447,2021-11-27,South,Referral,50.0,14,42,5,124.93,624.65,0,1,0.163,0
C101405,2024-01-31,South,Social,37.0,27,139,4,56.44,225.76,2,0,0.248,0
C100571,2021-06-14,west,Paid Search,41.0,23,31,3,63.65,190.95,1,0,0.25,0
C101093,2021-02-10, South ,Organic,34.0,11,21,2,10.0,20.0,1,1,0.056,0
C100132,2022-06-30,East,Social,41.0,8,26,4,83.65,334.6,0,1,0.257,0
C100700,2022-10-06,North,Organic,59.0,17,10,3,101.2,303.6,0,0,0.287,1
C101324,2024-02-18,South,Email,26.0,20,22,2,41.69,83.38,2,0,0.15,0
C100415,2024-01-29,North,Organic,26.0,14,1,3,187.33,561.99,1,1,0.61,0
C100471,2023-01-04,South,Email,42.0,14,93,2,76.95,153.9,0,1,0.207,0
C101288,2024-07-28,south,Email,,18,79,3,76.51,229.53,1,1,0.696,0
C101232,2024-10-22,North,Social,64.0,9,24,2,48.09,96.18,3,1,0.279,1
C100445,2023-01-22,East,Email,30.0,9,1,4,59.45,237.8,1,1,0.579,0
C100125,2023-09-27,South,Social,36.0,3,103,2,89.88,179.76,0,1,0.248,0
C100465,2022-04-24,East,,24.0,15,99,6,89.4,536.4,3,1,0.251,0
C101094,2021-04-22,East,Organic,60.0,31,133,5,122.4,612.0,1,0,0.281,0
C101389,2021-08-16, north ,Organic,62.0,9,153,2,34.81,69.62,1,1,0.486,0
C100558,2023-09-09,East,Organic,39.0,17,25,7,134.07,938.49,1,0,0.167,0
C101394,2024-09-16,West,Email,27.0,20,1,4,65.1,260.4,1,1,0.219,0
C100386,2023-01-19,East,Organic,57.0,9,120,2,93.46,186.92,1,0,0.024,1
C100289,2022-03-11,North,Organic,,16,81,3,112.12,336.36,1,1,0.279,0
C100883,2023-01-14,South,Organic,37.0,23,108,6,82.78,496.68,1,0,0.196,0
C101122,2022-11-18,west,Organic,,18,8,3,112.0,336.0,0,0,0.168,1
C100903,2023-09-06,South,Referral,56.0,10,60,3,113.47,340.41,1,1,0.399,0
C100053,2023-11-10,East,,42.0,10,115,2,90.09,180.18,0,1,0.033,0
C101445,2021-02-06,East,Paid Search,48.0,17,36,5,95.01,475.05,1,0,0.153,0
C100755,2021-06-03,North,Paid Search,37.0,5,81,1,,30.63,1,0,0.564,0
C101189,2023-02-27,East,Paid Search,54.0,21,47,6,103.92,623.52,1,0,0.234,0
C100732,2023-07-22,North,Organic,47.0,5,15,1,71.51,71.51,0,0,0.267,0
C100040,2021-03-21,south,Referral,61.0,12,13,1,80.69,80.69,0,0,0.523,0
C100339,2023-01-24,West,Social,48.0,8,120,2,112.78,225.56,0,0,0.258,1
C101162,2024-02-16,West,Paid Search,52.0,14,56,2,126.96,253.92,1,0,0.252,1
C100879,2021-11-28,East,Social,55.0,7,70,4,68.07,272.28,0,0,0.177,0
C101124,2024-05-12,South,Social,,38,21,5,114.33,571.65,2,1,0.054,0
C100658,2021-06-09,East,Paid Search,19.0,9,27,1,91.13,91.13,0,1,0.66,0
C100083,2024-05-29,North,Organic,49.0,7,17,3,53.33,159.99,0,0,0.724,0
C100115,2021-08-21,west,Organic,49.0,14,26,1,97.86,97.86,0,1,0.34,0
C101483,2023-12-14,North,Social,39.0,14,36,8,17.63,141.04,0,0,0.327,0
C101156,2024-03-23,north,Paid Search,31.0,14,8,2,67.88,135.76,1,1,0.72,0
C101303,2022-11-12,South,Social,43.0,9,8,4,127.84,511.36,1,1,0.266,0
C101365,2023-07-14,South,Organic,60.0,19,16,5,76.53,382.65,2,1,0.287,0
C100672,2024-01-23,West,Paid Search,35.0,8,65,4,110.25,441.0,0,0,0.235,0
C100270,2023-02-01,North,Social,26.0,23,53,7,52.34,366.38,1,0,0.298,0
C100930,2023-06-30,South,Referral,42.0,14,16,2,104.39,208.78,1,1,0.314,1
C101257,2022-06-04,West,Social,43.0,7,43,2,99.49,198.98,0,0,0.543,1
C100838,2021-07-04,South,Social,53.0,12,34,5,58.25,291.25,2,1,0.356,0
C101417,2023-10-29,South,Referral,30.0,6,1,2,123.53,247.06,1,1,0.257,0
C100377,2021-10-10,South,Paid Search,35.0,15,19,2,114.91,229.82,1,1,0.301,0
C100541,2023-11-07,east,Referral,51.0,13,1,3,150.41,451.23,1,0,0.366,0
C100096,2024-08-24,South,Organic,55.0,15,1,2,77.26,154.52,0,0,0.424,0
C101320,2024-10-31,south,Organic,,15,1,4,80.17,320.68,2,1,0.114,0
C100464,2022-04-27,East,Social,,4,93,1,60.47,60.47,1,0,0.607,0
C101383,2024-06-10,West,Paid Search,37.0,17,9,2,86.45,172.9,0,1,0.276,0
C101008,2022-03-11,East,Paid Search,25.0,9,22,2,84.69,169.38,0,0,0.338,0
C100048,2021-12-15,East,Paid Search,47.0,17,52,2,,,1,0,0.097,0
C100779,2022-11-17,West,Social,63.0,5,92,1,31.05,31.05,1,1,0.386,1
C101120,2021-10-26,East,Referral,18.0,2,62,1,49.01,49.01,1,0,0.506,1
C101058,2021-05-29,South,Paid Search,61.0,2,32,1,59.44,59.44,1,1,0.251,0
C100153,2021-07-11,East,Organic,18.0,4,45,1,78.56,78.56,1,1,0.233,1
C100237,2021-12-01,East,Organic,54.0,8,86,3,100.33,300.99,1,0,0.339,1
C100054,2024-03-24,East,Organic,37.0,8,23,4,88.25,353.0,1,1,0.322,0
C100394,2024-03-20,North,Paid Search,,18,36,4,104.28,417.12,0,1,0.332,0
C100123,2022-07-21,South,Organic,41.0,3,136,1,91.46,91.46,1,1,0.111,0
C100355,2021-11-11,South,Email,62.0,7,189,1,,83.87,1,0,0.511,1
C100431,2021-01-18,East,Social,35.0,5,24,2,82.32,164.64,1,1,0.206,1
C100134,2021-11-10,East,Email,36.0,23,12,7,51.45,360.15,0,0,0.18,0
C100268,2023-09-24,North,Organic,40.0,27,32,3,78.67,236.01,1,0,0.056,0
C100385,2023-05-10,West,Paid Search,38.0,6,1,3,75.53,226.59,1,1,0.259,0
C100097,2021-05-28,North,Organic,40.0,15,44,3,96.74,290.22,2,1,0.319,1
C100220,2021-10-27,South,Organic,66.0,11,1,1,88.91,88.91,0,0,0.211,0
C100041,2021-01-20,West,Organic,41.0,7,19,3,13.23,39.69,0,0,0.5,0
C101015,2023-11-21,North,Referral,35.0,12,79,4,51.36,205.44,0,0,0.463,0
C100806,2023-09-18,East,Paid Search,64.0,5,93,1,,96.44,1,0,0.101,0
C100870,2024-04-27,East,Paid Search,46.0,20,1,7,64.48,451.36,0,0,0.09,0
C100513,2021-08-02,South,Paid Search,44.0,9,16,3,73.45,220.35,1,1,0.295,0
C101114,2024-03-12, West ,Organic,49.0,18,37,2,115.22,230.44,0,1,0.315,0
C100791,2022-08-15,South,Social,33.0,21,58,2,126.62,253.24,2,0,0.265,0
C100606,2024-07-10,West,Social,57.0,2,6,3,69.16,207.48,3,0,0.465,0
C100012,2023-07-22,East,Social,23.0,13,73,6,104.26,625.56,2,1,0.163,0
C100504,2023-11-28,South,Organic,54.0,26,56,7,117.37,821.59,0,1,0.485,0
C101351,2021-08-09,West,Paid Search,48.0,8,76,2,120.09,240.18,2,0,0.3,0
C100728,2021-04-22,South,Organic,52.0,13,18,3,109.47,328.41,0,0,0.054,0
C101283,2023-06-22,east,Paid Search,,5,23,2,89.55,179.1,1,1,0.168,0
C100652,2024-09-29,East,Referral,37.0,11,74,3,66.19,198.57,1,1,0.413,0
C100810,2021-01-02,North,Email,38.0,21,72,4,106.76,427.04,1,0,0.045,0
C101264,2022-01-01,East,Organic,35.0,10,66,5,93.96,469.8,0,1,0.163,0
C101441,2021-11-06,North,Organic,57.0,9,16,2,83.83,167.66,0,0,0.2,0
C101330,2023-06-23,East,Organic,30.0,29,6,4,41.22,164.88,0,1,0.306,0
C101260,2024-01-23,North,Social,37.0,18,12,7,163.5,,0,1,0.147,0
C100951,2023-11-19,North,Social,40.0,8,70,3,71.88,215.64,3,1,0.265,0
C100617,2022-04-11,south,Organic,38.0,17,41,2,131.91,263.82,0,1,0.066,0
C101334,2022-03-22,West,Social,62.0,12,44,5,114.89,,0,1,0.441,0
C101017,2023-07-01,West,Organic,41.0,7,42,2,53.18,106.36,0,1,0.248,0
C101088,2021-12-24,South,Paid Search,25.0,22,14,6,91.44,548.64,0,0,0.137,0
C101413,2022-11-03,West,Social,58.0,6,38,2,100.4,200.8,2,0,0.403,1
C100224,2021-08-18,South,Paid Search,,35,44,8,60.78,486.24,1,1,0.486,0
C100336,2022-10-27,North,Organic,29.0,28,13,9,29.1,261.9,0,0,0.239,0
C100232,2022-07-20,West,Social,63.0,2,17,1,72.94,72.94,1,0,0.394,1
C100568,2024-01-29,south,Organic,54.0,4,8,2,77.69,155.38,1,1,0.23,0
C100556,2023-10-26,South,Email,35.0,20,30,1,30.18,30.18,0,1,0.235,0
C101038,2021-08-07,South,Organic,18.0,6,13,4,111.09,444.36,1,1,0.269,0
C100468,2023-08-05,north,,41.0,8,25,3,74.9,224.7,0,0,0.503,1
C100887,2022-06-26,North,Organic,37.0,23,45,8,94.93,759.44,1,1,0.689,0
C100637,2021-02-24,east,Referral,,14,17,4,80.98,323.92,0,0,0.409,0
C100297,2022-06-13,West,Organic,34.0,15,221,2,47.1,94.2,1,0,0.274,1
C101064,2023-02-20,South,Social,29.0,11,74,2,80.32,160.64,2,0,0.177,1
C101071,2023-11-26,East,Social,42.0,7,31,2,48.24,96.48,0,0,0.222,0
C100473,2022-01-09,North,Paid Search,39.0,27,95,6,50.7,304.2,1,1,0.181,0
C100691,2021-06-09,West,,43.0,17,22,3,51.5,154.5,0,0,0.137,0
C100205,2023-11-21,North,Email,48.0,9,12,3,60.31,180.93,0,1,0.463,0
C100003,2022-06-06,East,Paid Search,31.0,25,28,5,49.23,246.15,3,1,0.06,0
C100945,2022-10-29,North,Social,44.0,13,7,3,84.4,253.2,0,1,0.3,0
C101402,2021-10-21,West,Organic,58.0,2,16,1,64.39,64.39,0,1,0.177,0
C101382,2023-06-10,South,Paid Search,41.0,29,54,5,95.55,477.75,2,1,0.035,0
C101063,2023-02-20,East,Paid Search,47.0,23,47,7,68.8,481.6,0,0,0.171,0
C100735,2024-07-13,east,Referral,39.0,11,273,3,55.98,167.94,1,0,0.12,0
C101069,2023-07-08,South,Email,46.0,9,98,4,,406.48,1,0,0.217,1
C101263,2024-05-06,West,Paid Search,49.0,26,46,6,100.14,600.84,0,1,0.254,0
C100783,2021-05-24,East,,42.0,8,15,2,104.13,208.26,1,0,0.539,0
C101005,2022-01-13,South,Organic,39.0,13,20,7,116.57,815.99,2,0,0.296,0
C100747,2021-04-15,South,Social,,10,71,1,62.93,62.93,0,0,0.122,0
C101215,2024-06-21,South,Organic,35.0,20,1,2,50.24,100.48,0,1,0.151,0
C100717,2022-12-29,North,Email,50.0,10,15,1,69.55,69.55,0,1,0.241,0
C101497,2022-06-25,east,Organic,27.0,12,138,2,,221.78,0,0,0.094,0
C100971,2022-05-01,North,Referral,53.0,5,7,3,108.17,324.51,0,0,0.268,0
C100572,2023-09-08,South,Organic,43.0,12,119,2,134.31,268.62,0,1,0.521,1
C100620,2024-08-07,East,Organic,50.0,14,52,2,56.46,112.92,0,0,0.184,0
C100687,2022-04-25,West,,34.0,14,21,4,151.23,604.92,1,1,0.057,0
C100800,2021-10-03,East,Email,35.0,14,1,2,87.06,174.12,1,0,0.183,0
C100668,2022-07-25,South,Paid Search,47.0,4,83,1,89.3,89.3,1,1,0.276,0
C100157,2021-12-01,East,Referral,25.0,3,92,1,36.18,36.18,0,0,0.134,0
C101227,2021-11-12,South,Organic,47.0,21,365,9,76.17,685.53,1,1,0.394,1
C101297,2023-11-13,North,Paid Search,31.0,12,5,5,105.51,527.55,1,0,0.237,0
C100462,2022-08-19, West ,Social,,8,18,2,97.43,194.86,0,1,0.294,0
C100140,2024-01-13,South,Referral,44.0,15,40,2,104.52,209.04,1,0,0.441,0
C100160,2022-08-19,North,Organic,46.0,21,1,8,17.52,140.16,3,1,0.22,0
C100305,2024-10-19,South,Social,53.0,10,12,2,82.57,165.14,3,1,0.324,0
C100395,2022-12-09,South,Organic,36.0,20,91,5,115.74,578.7,1,0,0.047,0
C100399,2023-06-28,South,Organic,39.0,18,2,6,,799.86,1,0,0.129,0
C101153,2022-07-10,North,Social,18.0,3,14,1,21.71,21.71,0,0,0.134,0
C101197,2021-06-17,East,Organic,25.0,2,109,1,10.0,10.0,0,0,0.106,0
C101247,2024-02-19, North ,Organic,63.0,17,16,4,100.92,403.68,0,0,0.086,0
C101381,2024-02-25,North,Organic,,5,41,2,122.28,244.56,2,1,0.316,0
C101287,2023-09-22,South,Paid Search,42.0,7,60,1,69.57,69.57,0,1,0.208,0
C100758,2022-03-09,North,Organic,49.0,11,18,3,81.95,245.85,1,1,0.227,0
C100982,2023-06-12,East,Organic,32.0,10,14,4,75.88,303.52,2,0,0.246,0
C100547,2022-01-05,North,Paid Search,59.0,17,35,4,32.98,131.92,1,0,0.224,0
C100457,2022-02-08,South,Organic,41.0,20,57,2,47.4,94.8,0,0,0.248,0
C101338,2021-03-25,West,Paid Search,43.0,14,39,6,84.15,504.9,1,0,0.547,0
C100478,2022-05-28,East,Social,55.0,3,52,4,75.36,301.44,0,0,0.385,0
C101113,2022-01-23,West,Referral,,12,15,2,16.58,33.16,1,1,0.211,0
C101391,2021-02-20,West,Email,44.0,5,1,1,81.21,81.21,3,1,0.542,1
C101086,2024-09-24,east,Paid Search,38.0,5,40,4,94.48,377.92,1,1,0.509,0
C101038,2021-08-07,South,Organic,18.0,6,13,4,111.09,444.36,1,1,0.269,0
C100347,2023-04-24,South,Social,40.0,5,7,2,96.61,193.22,0,0,0.178,0
C100446,2024-03-23,West,Organic,31.0,20,58,8,106.0,848.0,0,0,0.322,0
C101344,2024-03-02,West,Organic,36.0,21,87,4,103.72,414.88,0,0,0.08,0
C100379,2024-10-07,east,Social,33.0,11,43,3,87.36,262.08,0,1,0.472,1
C101301,2021-10-26,East,,40.0,10,29,2,118.05,236.1,2,0,0.119,0
C100684,2022-11-05,East,Paid Search,40.0,6,9,2,83.26,166.52,1,1,0.184,0
C101167,2023-08-29,South,Organic,41.0,3,87,1,59.24,59.24,0,0,0.125,1
C100231,2024-05-14,South,Organic,40.0,5,1,1,24.7,24.7,1,1,0.098,0
C100382,2022-04-25,East,Paid Search,54.0,10,100,3,34.55,103.65,1,0,0.683,0
C100677,2022-10-10,South,Referral,57.0,10,54,2,48.17,,0,0,0.337,1
C100072,2024-05-13,west,Social,30.0,22,18,3,65.79,197.37,2,1,0.169,0
C100070,2021-01-24,North,Paid Search,45.0,6,18,1,54.42,54.42,1,0,0.442,1
C100765,2023-10-20,north,Organic,,7,17,2,101.56,203.12,0,0,0.063,0
C100171,2024-04-08,South,Social,36.0,4,1,3,91.48,274.44,0,0,0.029,0
C100168,2023-06-17,South,Organic,45.0,6,14,3,40.47,121.41,2,0,0.141,0
C100493,2022-06-10,South,,30.0,20,3,5,26.35,131.75,1,1,0.09,0
C100585,2022-05-29,east,Organic,43.0,28,9,5,,90.35,1,0,0.398,0
C101018,2023-03-04, North ,,32.0,13,2,3,71.53,214.59,0,0,0.429,0
C100272,2023-05-23,North,Social,37.0,1,53,2,45.34,90.68,0,1,0.325,1
C101075,2022-05-30,South,Social,29.0,15,1,1,103.53,103.53,1,1,0.248,0
C100420,2024-08-08,East,Paid Search,49.0,15,61,2,73.17,146.34,1,0,0.458,0
C100094,2023-08-06,South,Referral,54.0,16,10,4,130.99,523.96,1,1,0.346,0
C101026,2023-01-12,West,Email,,23,29,6,109.45,656.7,2,1,0.258,1
C101195,2023-01-18,North,Organic,28.0,11,81,4,177.02,708.08,2,1,0.076,1
C100042,2024-08-11,East,,65.0,22,36,4,80.12,320.48,1,1,0.153,0
C100056,2024-06-05,south,Email,35.0,16,2,3,64.13,192.39,0,0,0.296,1
C101199,2023-04-04,east,Referral,44.0,7,1,1,59.8,59.8,1,0,0.085,0
C100740,2021-12-26,North,Organic,18.0,10,19,3,64.61,193.83,0,0,0.373,0
C100038,2021-01-02,North,Referral,37.0,18,100,5,89.5,447.5,0,1,0.271,0
C100306,2024-06-05,South,Organic,,9,18,3,159.67,479.01,1,1,0.373,1
C100665,2021-02-22,East,Organic,45.0,7,1,2,125.78,251.56,0,0,0.093,0
C101499,2023-01-21,East,Organic,40.0,9,207,1,101.05,101.05,0,1,0.444,0
C100408,2024-07-19,North,Referral,59.0,26,3,9,134.94,1214.46,0,1,0.089,0
C100166,2023-11-09,West,Referral,,15,2,3,43.5,130.5,2,0,0.249,0
C100534,2021-11-08,North,Organic,44.0,9,43,3,119.91,359.73,0,0,0.477,0
C100871,2021-09-06,North,,33.0,19,7,2,62.67,125.34,0,1,0.434,0
C101429,2022-11-23,South,Social,41.0,9,81,4,,284.8,1,0,0.31,1
C101070,2023-07-20,West,Organic,39.0,1,68,2,97.37,194.74,1,1,0.14,0
C101419,2021-02-18,West,Social,50.0,45,6,5,119.11,595.55,0,0,0.374,0
C100698,2021-08-11,East,Organic,40.0,34,246,7,50.75,,0,0,0.265,1
C101487,2022-07-21,South,Paid Search,45.0,17,1,6,103.79,622.74,0,1,0.124,0
C100316,2022-03-27,south,Referral,30.0,27,28,5,116.47,582.35,1,0,0.277,0
C100918,2024-06-13,South,Organic,63.0,13,16,5,77.32,386.6,1,0,0.496,0
C101292,2021-05-13,east,Social,31.0,7,45,2,,146.44,0,0,0.406,0
C100516,2021-10-26,South,Organic,51.0,3,3,1,120.83,120.83,3,1,0.446,0
C100789,2023-04-23, East ,Organic,37.0,10,42,2,10.0,20.0,0,0,0.073,0
C100533,2023-07-29,East,Paid Search,34.0,27,18,11,124.9,1373.9,1,0,0.1,0
C100708,2021-06-20,South,Organic,46.0,10,1,4,64.01,256.04,0,0,0.361,0
C101308,2022-12-18,North,Organic,38.0,16,46,5,104.08,520.4,1,0,0.273,0
C100799,2021-09-10,East,Social,55.0,28,31,6,78.53,471.18,0,0,0.267,0
C100548,2023-02-12,East,Organic,51.0,6,102,2,32.84,65.68,2,0,0.491,1
C100453,2024-07-29,north,Email,44.0,3,71,1,77.18,77.18,0,0,0.404,0
C101226,2021-02-11,South,Referral,54.0,9,17,2,118.78,237.56,1,0,0.15,0
C100671,2024-03-02,East,Organic,,19,14,6,128.43,770.58,0,1,0.031,0
C100570,2024-07-15,South,Referral,29.0,8,11,2,52.42,104.84,0,1,0.113,0
C101289,2021-04-26,East,Paid Search,28.0,8,105,2,,195.46,0,0,0.338,0
C100061,2021-05-19,south,Social,50.0,8,60,2,128.12,256.24,2,0,0.126,0
C101037,2023-09-23,South,Paid Search,40.0,9,33,3,136.51,409.53,0,1,0.279,0
C100536,2023-03-15,South,Email,37.0,14,20,2,19.35,38.7,1,0,0.532,0
C101489,2022-07-07,South,Social,31.0,12,9,2,95.92,191.84,1,1,0.632,0
C101025,2022-09-17,South,Organic,,12,23,3,55.04,165.12,2,0,0.247,0
C100244,2022-08-08,East,Social,50.0,12,57,5,126.9,634.5,1,0,0.421,0
C100025,2022-03-14,North,Organic,31.0,3,41,1,52.36,52.36,3,1,0.209,0
C100222,2022-03-23,East,Social,53.0,5,1,2,84.21,168.42,2,1,0.075,1
C101115,2024-05-02,North,Paid Search,32.0,7,32,3,65.74,197.22,1,1,0.422,0
C100105,2024-08-12,East,Organic,34.0,15,31,2,149.68,299.36,2,1,0.168,0
C100751,2023-09-07, South ,Referral,22.0,20,30,4,79.43,317.72,1,0,0.588,0
C100509,2021-02-07,North,Social,44.0,6,76,2,40.19,80.38,1,1,0.144,0
C100131,2021-03-21,West,,66.0,10,49,4,85.56,342.24,0,1,0.332,0
C100444,2024-08-11,South,,,11,20,4,115.02,460.08,0,1,0.265,0
C100650,2021-07-04,South,Social,60.0,13,119,4,60.85,243.4,2,0,0.263,1
C100508,2023-11-17,South,Organic,31.0,11,139,3,49.91,149.73,0,0,0.39,1
C100330,2022-05-08,East,Paid Search,,15,69,2,77.77,155.54,0,1,0.237,0
C100075,2021-03-24,South,Organic,61.0,18,1,1,72.03,72.03,0,0,0.14,1
C100036,2023-11-25,North,Referral,25.0,8,3,2,88.0,176.0,1,0,0.249,0
C101326,2022-04-21,South,Paid Search,53.0,23,67,7,64.62,452.34,1,0,0.294,1
C100057,2023-06-15,East,Paid Search,25.0,27,11,7,132.74,929.18,2,1,0.37,0
C100196,2021-08-19,East,Organic,36.0,12,50,3,77.84,233.52,0,1,0.597,0
C101245,2023-05-26, South ,Referral,44.0,7,72,1,107.15,107.15,2,0,0.584,1
C100715,2022-05-03,North,,44.0,1,94,1,78.51,78.51,1,1,0.556,0
C100845,2021-02-15,West,Organic,41.0,31,68,7,37.27,260.89,2,0,0.351,0
C100669,2023-07-05,South,Paid Search,63.0,15,40,6,102.77,616.62,0,1,0.443,0
C100477,2022-10-03,East,Email,51.0,6,26,1,90.71,90.71,0,1,0.064,0
C100086,2021-03-05,East,Paid Search,40.0,12,25,3,77.02,231.06,1,1,0.173,0
C100561,2021-11-10,North,Organic,63.0,13,21,2,53.3,106.6,0,1,0.368,0
C100334,2021-10-03,North,Organic,28.0,28,8,1,78.66,,1,0,0.34,0
C101388,2023-11-20,West,Organic,32.0,7,61,2,18.19,36.38,0,0,0.665,0
C101486,2021-11-19,west,Organic,18.0,11,51,2,133.4,266.8,0,0,0.435,0
C101327,2023-09-22,East,Organic,36.0,15,13,2,68.55,137.1,1,0,0.12,0
C101165,2023-07-05,West,,34.0,19,7,4,,40.0,0,1,0.365,0
C101170,2023-06-14,South,Social,52.0,5,15,1,34.63,34.63,1,1,0.269,0
C100538,2023-09-07,North,Social,57.0,13,51,1,145.24,145.24,1,0,0.274,1
